period,air_temperature
205,3.0
206,3.125
207,3.25
208,3.375
209,3.5
210,3.475
211,3.45
212,3.425
213,3.4
214,3.475
215,3.55
216,3.625
217,3.7
218,3.7
219,3.7
220,3.7
221,3.7
222,3.625
223,3.55
224,3.475
225,3.4
226,3.675
227,3.95
228,4.225
229,4.5
230,4.55
231,4.6
232,4.65
233,4.7
234,4.75
235,4.8
236,4.85
237,4.9
238,4.95
239,5.0
240,5.05
241,5.1
242,5.075
243,5.05
244,5.025
245,5.0
246,5.075
247,5.15
248,5.225
249,5.3
250,5.45
251,5.6
252,5.75
253,5.9
254,6.05
255,6.2
256,6.35
257,6.5
258,6.3
259,6.1
260,5.9
261,5.7
262,5.75
263,5.8
264,5.85
265,5.9
266,5.875
267,5.85
268,5.825
269,5.8
270,5.775
271,5.75
272,5.725
273,5.7
274,5.675
275,5.65
276,5.625
277,5.6
278,5.425
279,5.25
280,5.075
281,4.9
282,4.975
283,5.05
284,5.125
285,5.2
286,4.925
287,4.65
288,4.375
289,4.1
290,4.3
291,4.5
292,4.7
293,4.9
294,4.725
295,4.55
296,4.375
297,4.2
298,3.95
299,3.7
300,3.45
301,3.2
302,3.275
303,3.35
304,3.425
305,3.5
306,3.475
307,3.45
308,3.425
309,3.4
310,3.675
311,3.95
312,4.225
313,4.5
314,4.6
315,4.7
316,4.8
317,4.9
318,4.625
319,4.35
320,4.075
321,3.8
322,3.875
323,3.95
324,4.025
325,4.1
326,4.175
327,4.25
328,4.325
329,4.4
330,4.55
331,4.7
332,4.85
333,5.0
334,5.05
335,5.1
336,5.15
337,5.2
338,5.2
339,5.2
340,5.2
341,5.2
342,5.225
343,5.25
344,5.275
345,5.3
346,5.15
347,5.0
348,4.85
349,4.7
350,4.85
351,5.0
352,5.15
353,5.3
354,5.35
355,5.4
356,5.45
357,5.5
358,5.5
359,5.5
360,5.5
361,5.5
362,5.525
363,5.55
364,5.575
365,5.6
366,5.625
367,5.65
368,5.675
369,5.7
370,5.725
371,5.75
372,5.775
373,5.8
374,5.75
375,5.7
376,5.65
377,5.6
378,5.625
379,5.65
380,5.675
381,5.7
382,5.675
383,5.65
384,5.625
385,5.6
386,5.65
387,5.7
388,5.75
389,5.8
390,5.65
391,5.5
392,5.35
393,5.2
394,5.35
395,5.5
396,5.65
397,5.8
398,5.8
399,5.8
400,5.8
401,5.8
402,5.775
403,5.75
404,5.725
405,5.7
406,5.65
407,5.6
408,5.55
409,5.5
410,5.35
411,5.2
412,5.05
413,4.9
414,4.975
415,5.05
416,5.125
417,5.2
418,5.2
419,5.2
420,5.2
421,5.2
422,5.175
423,5.15
424,5.125
425,5.1
426,5.075
427,5.05
428,5.025
429,5.0
430,5.05
431,5.1
432,5.15
433,5.2
434,5.05
435,4.9
436,4.75
437,4.6
438,4.525
439,4.45
440,4.375
441,4.3
442,4.1
443,3.9
444,3.7
445,3.5
446,3.4
447,3.3
448,3.2
449,3.1
450,2.8
451,2.5
452,2.2
453,1.9
454,2.15
455,2.4
456,2.65
457,2.9
458,2.95
459,3.0
460,3.05
461,3.1
462,3.05
463,3.0
464,2.95
465,2.9
466,2.95
467,3.0
468,3.05
469,3.1
470,2.85
471,2.6
472,2.35
473,2.1
474,2.1
475,2.1
476,2.1
477,2.1
478,1.95
479,1.8
480,1.65
481,1.5
482,1.45
483,1.4
484,1.35
485,1.3
486,1.275
487,1.25
488,1.225
489,1.2
490,1.4
491,1.6
492,1.8
493,2.0
494,1.85
495,1.7
496,1.55
497,1.4
498,1.225
499,1.05
500,0.875
501,0.7
502,0.65
503,0.6
504,0.55
505,0.5
506,0.4
507,0.3
508,0.2
509,0.1
510,-0.025
511,-0.15
512,-0.275
513,-0.4
514,-0.5
515,-0.6
516,-0.7
517,-0.8
518,-0.85
519,-0.9
520,-0.95
521,-1.0
522,-1.075
523,-1.15
524,-1.225
525,-1.3
526,-1.4
527,-1.5
528,-1.6
529,-1.7
530,-1.6
531,-1.5
532,-1.4
533,-1.3
534,-1.1
535,-0.9
536,-0.7
537,-0.5
538,-0.875
539,-1.25
540,-1.625
541,-2.0
542,-1.85
543,-1.7
544,-1.55
545,-1.4
546,-1.425
547,-1.45
548,-1.475
549,-1.5
550,-1.375
551,-1.25
552,-1.125
553,-1.0
554,-0.975
555,-0.95
556,-0.925
557,-0.9
558,-1.275
559,-1.65
560,-2.025
561,-2.4
562,-2.375
563,-2.35
564,-2.325
565,-2.3
566,-2.275
567,-2.25
568,-2.225
569,-2.2
570,-2.0
571,-1.8
572,-1.6
573,-1.4
574,-1.5
575,-1.6
576,-1.7
577,-1.8
578,-1.725
579,-1.65
580,-1.575
581,-1.5
582,-1.425
583,-1.35
584,-1.275
585,-1.2
586,-1.35
587,-1.5
588,-1.65
589,-1.8
590,-1.6
591,-1.4
592,-1.2
593,-1.0
594,-1.05
595,-1.1
596,-1.15
597,-1.2
598,-1.5
599,-1.8
600,-2.1
601,-2.4
602,-2.35
603,-2.3
604,-2.25
605,-2.2
606,-2.125
607,-2.05
608,-1.975
609,-1.9
610,-1.95
611,-2.0
612,-2.05
613,-2.1
614,-2.175
615,-2.25
616,-2.325
617,-2.4
618,-1.85
619,-1.3
620,-0.75
621,-0.2
622,0.1
623,0.4
624,0.7
625,1.0
626,1.275
627,1.55
628,1.825
629,2.1
630,2.2
631,2.3
632,2.4
633,2.5
634,2.3
635,2.1
636,1.9
637,1.7
638,1.45
639,1.2
640,0.95
641,0.7
642,0.575
643,0.45
644,0.325
645,0.2
646,0.25
647,0.3
648,0.35
649,0.4
650,0.325
651,0.25
652,0.175
653,0.1
654,0.2
655,0.3
656,0.4
657,0.5
658,0.85
659,1.2
660,1.55
661,1.9
662,2.125
663,2.35
664,2.575
665,2.8
666,2.775
667,2.75
668,2.725
669,2.7
670,2.7
671,2.7
672,2.7
673,2.7
674,2.675
675,2.65
676,2.625
677,2.6
678,2.475
679,2.35
680,2.225
681,2.1
682,2.0
683,1.9
684,1.8
685,1.7
686,1.9
687,2.1
688,2.3
689,2.5
690,2.475
691,2.45
692,2.425
693,2.4
694,2.15
695,1.9
696,1.65
697,1.4
698,1.7
699,2.0
700,2.3
701,2.6
702,2.45
703,2.3
704,2.15
705,2.0
706,1.875
707,1.75
708,1.625
709,1.5
710,1.6
711,1.7
712,1.8
713,1.9
714,1.9
715,1.9
716,1.9
717,1.9
718,1.95
719,2.0
720,2.05
721,2.1
722,2.05
723,2.0
724,1.95
725,1.9
726,1.85
727,1.8
728,1.75
729,1.7
730,1.7
731,1.7
732,1.7
733,1.7
734,1.475
735,1.25
736,1.025
737,0.8
738,0.925
739,1.05
740,1.175
741,1.3
742,1.2
743,1.1
744,1.0
745,0.9
746,0.925
747,0.95
748,0.975
749,1.0
750,1.0
751,1.0
752,1.0
753,1.0
754,1.05
755,1.1
756,1.15
757,1.2
758,1.175
759,1.15
760,1.125
761,1.1
762,1.075
763,1.05
764,1.025
765,1.0
766,0.9
767,0.8
768,0.7
769,0.6
770,0.725
771,0.85
772,0.975
773,1.1
774,1.15
775,1.2
776,1.25
777,1.3
778,1.475
779,1.65
780,1.825
781,2.0
782,1.9
783,1.8
784,1.7
785,1.6
786,1.6
787,1.6
788,1.6
789,1.6
790,1.8
791,2.0
792,2.2
793,2.4
794,2.45
795,2.5
796,2.55
797,2.6
798,2.775
799,2.95
800,3.125
801,3.3
802,3.275
803,3.25
804,3.225
805,3.2
806,3.175
807,3.15
808,3.125
809,3.1
810,3.0
811,2.9
812,2.8
813,2.7
814,2.725
815,2.75
816,2.775
817,2.8
818,2.7
819,2.6
820,2.5
821,2.4
822,2.525
823,2.65
824,2.775
825,2.9
826,2.85
827,2.8
828,2.75
829,2.7
830,2.55
831,2.4
832,2.25
833,2.1
834,2.075
835,2.05
836,2.025
837,2.0
838,1.575
839,1.15
840,0.725
841,0.3
842,0.25
843,0.2
844,0.15
845,0.1
846,0.25
847,0.4
848,0.55
849,0.7
850,0.95
851,1.2
852,1.45
853,1.7
854,1.7
855,1.7
856,1.7
857,1.7
858,1.6
859,1.5
860,1.4
861,1.3
862,1.25
863,1.2
864,1.15
865,1.1
866,1.075
867,1.05
868,1.025
869,1.0
870,0.925
871,0.85
872,0.775
873,0.7
874,0.45
875,0.2
876,-0.05
877,-0.3
878,0.1
879,0.5
880,0.9
881,1.3
882,0.7
883,0.1
884,-0.5
885,-1.1
886,-0.7
887,-0.3
888,0.1
889,0.5
890,0.6
891,0.7
892,0.8
893,0.9
894,0.9
895,0.9
896,0.9
897,0.9
898,0.825
899,0.75
900,0.675
901,0.6
902,0.55
903,0.5
904,0.45
905,0.4
906,0.425
907,0.45
908,0.475
909,0.5
910,0.425
911,0.35
912,0.275
913,0.2
914,0.25
915,0.3
916,0.35
917,0.4
918,0.425
919,0.45
920,0.475
921,0.5
922,0.725
923,0.95
924,1.175
925,1.4
926,1.275
927,1.15
928,1.025
929,0.9
930,1.05
931,1.2
932,1.35
933,1.5
934,1.375
935,1.25
936,1.125
937,1.0
938,0.975
939,0.95
940,0.925
941,0.9
942,0.825
943,0.75
944,0.675
945,0.6
946,0.575
947,0.55
948,0.525
949,0.5
950,0.125
951,-0.25
952,-0.625
953,-1.0
954,-0.9
955,-0.8
956,-0.7
957,-0.6
958,-0.275
959,0.05
960,0.375
961,0.7
962,0.8
963,0.9
964,1.0
965,1.1
966,1.025
967,0.95
968,0.875
969,0.8
970,0.65
971,0.5
972,0.35
973,0.2
974,0.15
975,0.1
976,0.05
977,0.0
978,0.2
979,0.4
980,0.6
981,0.8
982,0.3
983,-0.2
984,-0.7
985,-1.2
986,-1.325
987,-1.45
988,-1.575
989,-1.7
990,-1.125
991,-0.55
992,0.025
993,0.6
994,1.025
995,1.45
996,1.875
997,2.3
998,2.1
999,1.9
1000,1.7
1001,1.5
1002,1.8
1003,2.1
1004,2.4
1005,2.7
1006,2.7
1007,2.7
1008,2.7
1009,2.7
1010,2.775
1011,2.85
1012,2.925
1013,3.0
1014,3.075
1015,3.15
1016,3.225
1017,3.3
1018,3.3
1019,3.3
1020,3.3
1021,3.3
1022,3.1
1023,2.9
1024,2.7
1025,2.5
1026,2.575
1027,2.65
1028,2.725
1029,2.8
1030,2.8
1031,2.8
1032,2.8
1033,2.8
1034,2.5
1035,2.2
1036,1.9
1037,1.6
1038,1.7
1039,1.8
1040,1.9
1041,2.0
1042,2.0
1043,2.0
1044,2.0
1045,2.0
1046,2.0
1047,2.0
1048,2.0
1049,2.0
1050,1.775
1051,1.55
1052,1.325
1053,1.1
1054,1.025
1055,0.95
1056,0.875
1057,0.8
1058,0.775
1059,0.75
1060,0.725
1061,0.7
1062,0.7
1063,0.7
1064,0.7
1065,0.7
1066,0.925
1067,1.15
1068,1.375
1069,1.6
1070,1.55
1071,1.5
1072,1.45
1073,1.4
1074,1.375
1075,1.35
1076,1.325
1077,1.3
1078,1.2
1079,1.1
1080,1.0
1081,0.9
1082,1.3
1083,1.7
1084,2.1
1085,2.5
1086,2.65
1087,2.8
1088,2.95
1089,3.1
1090,3.2
1091,3.3
1092,3.4
1093,3.5
1094,3.575
1095,3.65
1096,3.725
1097,3.8
1098,3.825
1099,3.85
1100,3.875
1101,3.9
1102,3.925
1103,3.95
1104,3.975
1105,4.0
1106,3.8
1107,3.6
1108,3.4
1109,3.2
1110,3.025
1111,2.85
1112,2.675
1113,2.5
1114,2.65
1115,2.8
1116,2.95
1117,3.1
1118,3.075
1119,3.05
1120,3.025
1121,3.0
1122,3.0
1123,3.0
1124,3.0
1125,3.0
1126,3.0
1127,3.0
1128,3.0
1129,3.0
1130,2.975
1131,2.95
1132,2.925
1133,2.9
1134,3.0
1135,3.1
1136,3.2
1137,3.3
1138,3.3
1139,3.3
1140,3.3
1141,3.3
1142,3.4
1143,3.5
1144,3.6
1145,3.7
1146,3.85
1147,4.0
1148,4.15
1149,4.3
1150,4.45
1151,4.6
1152,4.75
1153,4.9
1154,4.975
1155,5.05
1156,5.125
1157,5.2
1158,5.125
1159,5.05
1160,4.975
1161,4.9
1162,4.625
1163,4.35
1164,4.075
1165,3.8
1166,3.975
1167,4.15
1168,4.325
1169,4.5
1170,4.575
1171,4.65
1172,4.725
1173,4.8
1174,4.875
1175,4.95
1176,5.025
1177,5.1
1178,4.975
1179,4.85
1180,4.725
1181,4.6
1182,4.55
1183,4.5
1184,4.45
1185,4.4
1186,4.325
1187,4.25
1188,4.175
1189,4.1
1190,4.05
1191,4.0
1192,3.95
1193,3.9
1194,3.95
1195,4.0
1196,4.05
1197,4.1
1198,4.05
1199,4.0
1200,3.95
1201,3.9
1202,3.9
1203,3.9
1204,3.9
1205,3.9
1206,3.925
1207,3.95
1208,3.975
1209,4.0
1210,3.95
1211,3.9
1212,3.85
1213,3.8
1214,3.875
1215,3.95
1216,4.025
1217,4.1
1218,4.05
1219,4.0
1220,3.95
1221,3.9
1222,3.9
1223,3.9
1224,3.9
1225,3.9
1226,3.9
1227,3.9
1228,3.9
1229,3.9
1230,3.9
1231,3.9
1232,3.9
1233,3.9
1234,3.95
1235,4.0
1236,4.05
1237,4.1
1238,4.1
1239,4.1
1240,4.1
1241,4.1
1242,4.075
1243,4.05
1244,4.025
1245,4.0
1246,4.05
1247,4.1
1248,4.15
1249,4.2
1250,4.175
1251,4.15
1252,4.125
1253,4.1
1254,4.125
1255,4.15
1256,4.175
1257,4.2
1258,4.2
1259,4.2
1260,4.2
1261,4.2
1262,4.225
1263,4.25
1264,4.275
1265,4.3
1266,4.35
1267,4.4
1268,4.45
1269,4.5
1270,4.7
1271,4.9
1272,5.1
1273,5.3
1274,5.425
1275,5.55
1276,5.675
1277,5.8
1278,5.825
1279,5.85
1280,5.875
1281,5.9
1282,5.9
1283,5.9
1284,5.9
1285,5.9
1286,5.925
1287,5.95
1288,5.975
1289,6.0
1290,5.975
1291,5.95
1292,5.925
1293,5.9
1294,5.9
1295,5.9
1296,5.9
1297,5.9
1298,5.925
1299,5.95
1300,5.975
1301,6.0
1302,5.825
1303,5.65
1304,5.475
1305,5.3
1306,5.3
1307,5.3
1308,5.3
1309,5.3
1310,5.35
1311,5.4
1312,5.45
1313,5.5
1314,5.3
1315,5.1
1316,4.9
1317,4.7
1318,4.8
1319,4.9
1320,5.0
1321,5.1
1322,5.275
1323,5.45
1324,5.625
1325,5.8
1326,5.95
1327,6.1
1328,6.25
1329,6.4
1330,6.275
1331,6.15
1332,6.025
1333,5.9
1334,5.975
1335,6.05
1336,6.125
1337,6.2
1338,6.2
1339,6.2
1340,6.2
1341,6.2
1342,6.175
1343,6.15
1344,6.125
1345,6.1
1346,6.1
1347,6.1
1348,6.1
1349,6.1
1350,6.0
1351,5.9
1352,5.8
1353,5.7
1354,5.45
1355,5.2
1356,4.95
1357,4.7
1358,4.7
1359,4.7
1360,4.7
1361,4.7
1362,4.8
1363,4.9
1364,5.0
1365,5.1
1366,5.25
1367,5.4
1368,5.55
1369,5.7
1370,5.725
1371,5.75
1372,5.775
1373,5.8
1374,5.3
1375,4.8
1376,4.3
1377,3.8
1378,4.15
1379,4.5
1380,4.85
1381,5.2
1382,5.45
1383,5.7
1384,5.95
1385,6.2
1386,6.2
1387,6.2
1388,6.2
1389,6.2
1390,6.225
1391,6.25
1392,6.275
1393,6.3
1394,6.35
1395,6.4
1396,6.45
1397,6.5
1398,6.55
1399,6.6
1400,6.65
1401,6.7
1402,6.75
1403,6.8
1404,6.85
1405,6.9
1406,7.125
1407,7.35
1408,7.575
1409,7.8
1410,7.875
1411,7.95
1412,8.025
1413,8.1
1414,8.125
1415,8.15
1416,8.175
1417,8.2
1418,8.2
1419,8.2
1420,8.2
1421,8.2
1422,8.0
1423,7.8
1424,7.6
1425,7.4
1426,7.55
1427,7.7
1428,7.85
1429,8.0
1430,8.025
1431,8.05
1432,8.075
1433,8.1
1434,8.125
1435,8.15
1436,8.175
1437,8.2
1438,8.1
1439,8.0
1440,7.9
1441,7.8
1442,7.875
1443,7.95
1444,8.025
1445,8.1
1446,8.225
1447,8.35
1448,8.475
1449,8.6
1450,8.425
1451,8.25
1452,8.075
1453,7.9
1454,8.0
1455,8.1
1456,8.2
1457,8.3
1458,8.275
1459,8.25
1460,8.225
1461,8.2
1462,8.175
1463,8.15
1464,8.125
1465,8.1
1466,8.05
1467,8.0
1468,7.95
1469,7.9
1470,7.95
1471,8.0
1472,8.05
1473,8.1
1474,8.05
1475,8.0
1476,7.95
1477,7.9
1478,7.925
1479,7.95
1480,7.975
1481,8.0
1482,8.0
1483,8.0
1484,8.0
1485,8.0
1486,8.15
1487,8.3
1488,8.45
1489,8.6
1490,8.4
1491,8.2
1492,8.0
1493,7.8
1494,7.775
1495,7.75
1496,7.725
1497,7.7
1498,7.55
1499,7.4
1500,7.25
1501,7.1
1502,7.05
1503,7.0
1504,6.95
1505,6.9
1506,6.975
1507,7.05
1508,7.125
1509,7.2
1510,7.125
1511,7.05
1512,6.975
1513,6.9
1514,6.9
1515,6.9
1516,6.9
1517,6.9
1518,6.9
1519,6.9
1520,6.9
1521,6.9
1522,6.85
1523,6.8
1524,6.75
1525,6.7
1526,6.65
1527,6.6
1528,6.55
1529,6.5
1530,6.45
1531,6.4
1532,6.35
1533,6.3
1534,6.325
1535,6.35
1536,6.375
1537,6.4
1538,6.3
1539,6.2
1540,6.1
1541,6.0
1542,5.925
1543,5.85
1544,5.775
1545,5.7
1546,5.8
1547,5.9
1548,6.0
1549,6.1
1550,6.275
1551,6.45
1552,6.625
1553,6.8
1554,6.55
1555,6.3
1556,6.05
1557,5.8
1558,5.975
1559,6.15
1560,6.325
1561,6.5
1562,6.325
1563,6.15
1564,5.975
1565,5.8
1566,5.625
1567,5.45
1568,5.275
1569,5.1
1570,5.35
1571,5.6
1572,5.85
1573,6.1
1574,5.975
1575,5.85
1576,5.725
1577,5.6
1578,5.275
1579,4.95
1580,4.625
1581,4.3
1582,4.7
1583,5.1
1584,5.5
1585,5.9
1586,5.975
1587,6.05
1588,6.125
1589,6.2
1590,6.1
1591,6.0
1592,5.9
1593,5.8
1594,5.55
1595,5.3
1596,5.05
1597,4.8
1598,4.875
1599,4.95
1600,5.025
1601,5.1
1602,4.95
1603,4.8
1604,4.65
1605,4.5
1606,4.35
1607,4.2
1608,4.05
1609,3.9
1610,3.975
1611,4.05
1612,4.125
1613,4.2
1614,4.3
1615,4.4
1616,4.5
1617,4.6
1618,4.45
1619,4.3
1620,4.15
1621,4.0
1622,3.925
1623,3.85
1624,3.775
1625,3.7
1626,3.675
1627,3.65
1628,3.625
1629,3.6
1630,3.525
1631,3.45
1632,3.375
1633,3.3
1634,3.525
1635,3.75
1636,3.975
1637,4.2
1638,4.275
1639,4.35
1640,4.425
1641,4.5
1642,4.275
1643,4.05
1644,3.825
1645,3.6
1646,3.45
1647,3.3
1648,3.15
1649,3.0
1650,2.825
1651,2.65
1652,2.475
1653,2.3
1654,2.6
1655,2.9
1656,3.2
1657,3.5
1658,3.55
1659,3.6
1660,3.65
1661,3.7
1662,3.775
1663,3.85
1664,3.925
1665,4.0
1666,3.825
1667,3.65
1668,3.475
1669,3.3
1670,3.55
1671,3.8
1672,4.05
1673,4.3
1674,4.3
1675,4.3
1676,4.3
1677,4.3
1678,4.25
1679,4.2
1680,4.15
1681,4.1
1682,3.75
1683,3.4
1684,3.05
1685,2.7
1686,3.05
1687,3.4
1688,3.75
1689,4.1
1690,4.1
1691,4.1
1692,4.1
1693,4.1
1694,4.2
1695,4.3
1696,4.4
1697,4.5
1698,4.275
1699,4.05
1700,3.825
1701,3.6
1702,3.7
1703,3.8
1704,3.9
1705,4.0
1706,4.0
1707,4.0
1708,4.0
1709,4.0
1710,4.125
1711,4.25
1712,4.375
1713,4.5
1714,4.0
1715,3.5
1716,3.0
1717,2.5
1718,2.8
1719,3.1
1720,3.4
1721,3.7
1722,3.8
1723,3.9
1724,4.0
1725,4.1
1726,4.15
1727,4.2
1728,4.25
1729,4.3
1730,4.125
1731,3.95
1732,3.775
1733,3.6
1734,3.675
1735,3.75
1736,3.825
1737,3.9
1738,3.875
1739,3.85
1740,3.825
1741,3.8
1742,3.7
1743,3.6
1744,3.5
1745,3.4
1746,3.575
1747,3.75
1748,3.925
1749,4.1
1750,3.95
1751,3.8
1752,3.65
1753,3.5
1754,3.5
1755,3.5
1756,3.5
1757,3.5
1758,3.45
1759,3.4
1760,3.35
1761,3.3
1762,3.175
1763,3.05
1764,2.925
1765,2.8
1766,3.125
1767,3.45
1768,3.775
1769,4.1
1770,4.35
1771,4.6
1772,4.85
1773,5.1
1774,5.2
1775,5.3
1776,5.4
1777,5.5
1778,5.625
1779,5.75
1780,5.875
1781,6.0
1782,6.0
1783,6.0
1784,6.0
1785,6.0
1786,5.875
1787,5.75
1788,5.625
1789,5.5
1790,5.625
1791,5.75
1792,5.875
1793,6.0
1794,6.0
1795,6.0
1796,6.0
1797,6.0
1798,5.825
1799,5.65
1800,5.475
1801,5.3
1802,5.45
1803,5.6
1804,5.75
1805,5.9
1806,5.75
1807,5.6
1808,5.45
1809,5.3
1810,5.475
1811,5.65
1812,5.825
1813,6.0
1814,5.825
1815,5.65
1816,5.475
1817,5.3
1818,5.25
1819,5.2
1820,5.15
1821,5.1
1822,5.2
1823,5.3
1824,5.4
1825,5.5
1826,5.65
1827,5.8
1828,5.95
1829,6.1
1830,5.975
1831,5.85
1832,5.725
1833,5.6
1834,5.8
1835,6.0
1836,6.2
1837,6.4
1838,6.375
1839,6.35
1840,6.325
1841,6.3
1842,6.15
1843,6.0
1844,5.85
1845,5.7
1846,5.625
1847,5.55
1848,5.475
1849,5.4
1850,5.35
1851,5.3
1852,5.25
1853,5.2
1854,5.3
1855,5.4
1856,5.5
1857,5.6
1858,5.675
1859,5.75
1860,5.825
1861,5.9
1862,6.025
1863,6.15
1864,6.275
1865,6.4
1866,6.55
1867,6.7
1868,6.85
1869,7.0
1870,6.9
1871,6.8
1872,6.7
1873,6.6
1874,6.625
1875,6.65
1876,6.675
1877,6.7
1878,6.65
1879,6.6
1880,6.55
1881,6.5
1882,6.45
1883,6.4
1884,6.35
1885,6.3
1886,6.25
1887,6.2
1888,6.15
1889,6.1
1890,6.15
1891,6.2
1892,6.25
1893,6.3
1894,6.325
1895,6.35
1896,6.375
1897,6.4
1898,6.4
1899,6.4
1900,6.4
1901,6.4
1902,6.425
1903,6.45
1904,6.475
1905,6.5
1906,6.5
1907,6.5
1908,6.5
1909,6.5
1910,6.575
1911,6.65
1912,6.725
1913,6.8
1914,6.825
1915,6.85
1916,6.875
1917,6.9
1918,6.975
1919,7.05
1920,7.125
1921,7.2
1922,7.2
1923,7.2
1924,7.2
1925,7.2
1926,7.25
1927,7.3
1928,7.35
1929,7.4
1930,7.375
1931,7.35
1932,7.325
1933,7.3
1934,7.3
1935,7.3
1936,7.3
1937,7.3
1938,7.225
1939,7.15
1940,7.075
1941,7.0
1942,6.95
1943,6.9
1944,6.85
1945,6.8
1946,6.85
1947,6.9
1948,6.95
1949,7.0
1950,7.0
1951,7.0
1952,7.0
1953,7.0
1954,7.025
1955,7.05
1956,7.075
1957,7.1
1958,7.15
1959,7.2
1960,7.25
1961,7.3
1962,7.25
1963,7.2
1964,7.15
1965,7.1
1966,7.2
1967,7.3
1968,7.4
1969,7.5
1970,7.55
1971,7.6
1972,7.65
1973,7.7
1974,7.75
1975,7.8
1976,7.85
1977,7.9
1978,7.775
1979,7.65
1980,7.525
1981,7.4
1982,7.25
1983,7.1
1984,6.95
1985,6.8
1986,6.85
1987,6.9
1988,6.95
1989,7.0
1990,6.775
1991,6.55
1992,6.325
1993,6.1
1994,6.25
1995,6.4
1996,6.55
1997,6.7
1998,6.625
1999,6.55
2000,6.475
2001,6.4
2002,6.425
2003,6.45
2004,6.475
2005,6.5
2006,6.525
2007,6.55
2008,6.575
2009,6.6
2010,6.6
2011,6.6
2012,6.6
2013,6.6
2014,6.55
2015,6.5
2016,6.45
2017,6.4
2018,6.45
2019,6.5
2020,6.55
2021,6.6
2022,6.575
2023,6.55
2024,6.525
2025,6.5
2026,6.75
2027,7.0
2028,7.25
2029,7.5
2030,7.525
2031,7.55
2032,7.575
2033,7.6
2034,7.625
2035,7.65
2036,7.675
2037,7.7
2038,7.675
2039,7.65
2040,7.625
2041,7.6
2042,7.6
2043,7.6
2044,7.6
2045,7.6
2046,7.575
2047,7.55
2048,7.525
2049,7.5
2050,7.45
2051,7.4
2052,7.35
2053,7.3
2054,7.325
2055,7.35
2056,7.375
2057,7.4
2058,7.375
2059,7.35
2060,7.325
2061,7.3
2062,7.375
2063,7.45
2064,7.525
2065,7.6
2066,7.65
2067,7.7
2068,7.75
2069,7.8
2070,7.775
2071,7.75
2072,7.725
2073,7.7
2074,7.65
2075,7.6
2076,7.55
2077,7.5
2078,7.475
2079,7.45
2080,7.425
2081,7.4
2082,7.35
2083,7.3
2084,7.25
2085,7.2
2086,7.275
2087,7.35
2088,7.425
2089,7.5
2090,7.625
2091,7.75
2092,7.875
2093,8.0
2094,7.975
2095,7.95
2096,7.925
2097,7.9
2098,7.925
2099,7.95
2100,7.975
2101,8.0
2102,7.975
2103,7.95
2104,7.925
2105,7.9
2106,7.8
2107,7.7
2108,7.6
2109,7.5
2110,7.325
2111,7.15
2112,6.975
2113,6.8
2114,7.0
2115,7.2
2116,7.4
2117,7.6
2118,7.525
2119,7.45
2120,7.375
2121,7.3
