period,air_temperature
589,0.4
590,0.4
591,0.4
592,0.4
593,0.4
594,0.275
595,0.15
596,0.025
597,-0.1
598,0.35
599,0.8
600,1.25
601,1.7
602,1.625
603,1.55
604,1.475
605,1.4
606,1.4
607,1.4
608,1.4
609,1.4
610,1.425
611,1.45
612,1.475
613,1.5
614,1.575
615,1.65
616,1.725
617,1.8
618,1.7
619,1.6
620,1.5
621,1.4
622,1.55
623,1.7
624,1.85
625,2.0
626,1.95
627,1.9
628,1.85
629,1.8
630,1.45
631,1.1
632,0.75
633,0.4
634,0.125
635,-0.15
636,-0.425
637,-0.7
638,-1.675
639,-2.65
640,-3.625
641,-4.6
642,-4.65
643,-4.7
644,-4.75
645,-4.8
646,-3.975
647,-3.15
648,-2.325
649,-1.5
650,-1.625
651,-1.75
652,-1.875
653,-2.0
654,-1.9
655,-1.8
656,-1.7
657,-1.6
658,-1.775
659,-1.95
660,-2.125
661,-2.3
662,-2.675
663,-3.05
664,-3.425
665,-3.8
666,-2.775
667,-1.75
668,-0.725
669,0.3
670,0.325
671,0.35
672,0.375
673,0.4
674,0.525
675,0.65
676,0.775
677,0.9
678,1.025
679,1.15
680,1.275
681,1.4
682,1.55
683,1.7
684,1.85
685,2.0
686,1.875
687,1.75
688,1.625
689,1.5
690,1.425
691,1.35
692,1.275
693,1.2
694,0.7
695,0.2
696,-0.3
697,-0.8
698,-0.8
699,-0.8
700,-0.8
701,-0.8
702,-0.975
703,-1.15
704,-1.325
705,-1.5
706,-1.35
707,-1.2
708,-1.05
709,-0.9
710,-0.925
711,-0.95
712,-0.975
713,-1.0
714,-0.925
715,-0.85
716,-0.775
717,-0.7
718,-0.525
719,-0.35
720,-0.175
721,0.0
722,0.175
723,0.35
724,0.525
725,0.7
726,0.65
727,0.6
728,0.55
729,0.5
730,0.525
731,0.55
732,0.575
733,0.6
734,0.6
735,0.6
736,0.6
737,0.6
738,0.2
739,-0.2
740,-0.6
741,-1.0
742,-0.775
743,-0.55
744,-0.325
745,-0.1
746,-0.25
747,-0.4
748,-0.55
749,-0.7
750,0.125
751,0.95
752,1.775
753,2.6
754,2.3
755,2.0
756,1.7
757,1.4
758,1.475
759,1.55
760,1.625
761,1.7
762,1.975
763,2.25
764,2.525
765,2.8
766,2.875
767,2.95
768,3.025
769,3.1
770,2.9
771,2.7
772,2.5
773,2.3
774,2.125
775,1.95
776,1.775
777,1.6
778,1.625
779,1.65
780,1.675
781,1.7
782,1.775
783,1.85
784,1.925
785,2.0
786,2.175
787,2.35
788,2.525
789,2.7
790,2.675
791,2.65
792,2.625
793,2.6
794,2.575
795,2.55
796,2.525
797,2.5
798,2.5
799,2.5
800,2.5
801,2.5
802,2.375
803,2.25
804,2.125
805,2.0
806,2.0
807,2.0
808,2.0
809,2.0
810,1.9
811,1.8
812,1.7
813,1.6
814,1.675
815,1.75
816,1.825
817,1.9
818,2.0
819,2.1
820,2.2
821,2.3
822,2.125
823,1.95
824,1.775
825,1.6
826,1.8
827,2.0
828,2.2
829,2.4
830,2.325
831,2.25
832,2.175
833,2.1
834,2.0
835,1.9
836,1.8
837,1.7
838,1.55
839,1.4
840,1.25
841,1.1
842,1.525
843,1.95
844,2.375
845,2.8
846,2.675
847,2.55
848,2.425
849,2.3
850,2.3
851,2.3
852,2.3
853,2.3
854,2.15
855,2.0
856,1.85
857,1.7
858,1.525
859,1.35
860,1.175
861,1.0
862,1.075
863,1.15
864,1.225
865,1.3
866,1.15
867,1.0
868,0.85
869,0.7
870,0.45
871,0.2
872,-0.05
873,-0.3
874,-0.425
875,-0.55
876,-0.675
877,-0.8
878,-1.175
879,-1.55
880,-1.925
881,-2.3
882,-2.275
883,-2.25
884,-2.225
885,-2.2
886,-2.425
887,-2.65
888,-2.875
889,-3.1
890,-3.225
891,-3.35
892,-3.475
893,-3.6
894,-4.025
895,-4.45
896,-4.875
897,-5.3
898,-4.925
899,-4.55
900,-4.175
901,-3.8
902,-3.625
903,-3.45
904,-3.275
905,-3.1
906,-3.3
907,-3.5
908,-3.7
909,-3.9
910,-2.975
911,-2.05
912,-1.125
913,-0.2
914,-0.125
915,-0.05
916,0.025
917,0.1
918,0.05
919,0.0
920,-0.05
921,-0.1
922,-0.475
923,-0.85
924,-1.225
925,-1.6
926,-1.75
927,-1.9
928,-2.05
929,-2.2
930,-1.55
931,-0.9
932,-0.25
933,0.4
934,0.35
935,0.3
936,0.25
937,0.2
938,0.15
939,0.1
940,0.05
941,0.0
942,0.025
943,0.05
944,0.075
945,0.1
946,0.1
947,0.1
948,0.1
949,0.1
950,0.45
951,0.8
952,1.15
953,1.5
954,1.775
955,2.05
956,2.325
957,2.6
958,2.775
959,2.95
960,3.125
961,3.3
962,3.425
963,3.55
964,3.675
965,3.8
966,3.8
967,3.8
968,3.8
969,3.8
970,3.625
971,3.45
972,3.275
973,3.1
974,3.2
975,3.3
976,3.4
977,3.5
978,3.475
979,3.45
980,3.425
981,3.4
982,3.5
983,3.6
984,3.7
985,3.8
986,3.75
987,3.7
988,3.65
989,3.6
990,3.675
991,3.75
992,3.825
993,3.9
994,3.85
995,3.8
996,3.75
997,3.7
998,3.725
999,3.75
1000,3.775
1001,3.8
1002,3.825
1003,3.85
1004,3.875
1005,3.9
1006,3.85
1007,3.8
1008,3.75
1009,3.7
1010,3.675
1011,3.65
1012,3.625
1013,3.6
1014,3.475
1015,3.35
1016,3.225
1017,3.1
1018,2.975
1019,2.85
1020,2.725
1021,2.6
1022,2.45
1023,2.3
1024,2.15
1025,2.0
1026,2.05
1027,2.1
1028,2.15
1029,2.2
1030,2.075
1031,1.95
1032,1.825
1033,1.7
1034,1.9
1035,2.1
1036,2.3
1037,2.5
1038,2.5
1039,2.5
1040,2.5
1041,2.5
1042,2.7
1043,2.9
1044,3.1
1045,3.3
1046,3.35
1047,3.4
1048,3.45
1049,3.5
1050,3.55
1051,3.6
1052,3.65
1053,3.7
1054,3.725
1055,3.75
1056,3.775
1057,3.8
1058,3.875
1059,3.95
1060,4.025
1061,4.1
1062,4.075
1063,4.05
1064,4.025
1065,4.0
1066,4.025
1067,4.05
1068,4.075
1069,4.1
1070,4.05
1071,4.0
1072,3.95
1073,3.9
1074,3.9
1075,3.9
1076,3.9
1077,3.9
1078,3.95
1079,4.0
1080,4.05
1081,4.1
1082,4.0
1083,3.9
1084,3.8
1085,3.7
1086,3.75
1087,3.8
1088,3.85
1089,3.9
1090,3.85
1091,3.8
1092,3.75
1093,3.7
1094,3.7
1095,3.7
1096,3.7
1097,3.7
1098,3.75
1099,3.8
1100,3.85
1101,3.9
1102,3.95
1103,4.0
1104,4.05
1105,4.1
1106,4.075
1107,4.05
1108,4.025
1109,4.0
1110,4.025
1111,4.05
1112,4.075
1113,4.1
1114,4.1
1115,4.1
1116,4.1
1117,4.1
1118,4.175
1119,4.25
1120,4.325
1121,4.4
1122,4.45
1123,4.5
1124,4.55
1125,4.6
1126,4.575
1127,4.55
1128,4.525
1129,4.5
1130,4.475
1131,4.45
1132,4.425
1133,4.4
1134,4.325
1135,4.25
1136,4.175
1137,4.1
1138,4.15
1139,4.2
1140,4.25
1141,4.3
1142,4.325
1143,4.35
1144,4.375
1145,4.4
1146,4.375
1147,4.35
1148,4.325
1149,4.3
1150,4.325
1151,4.35
1152,4.375
1153,4.4
1154,4.45
1155,4.5
1156,4.55
1157,4.6
1158,4.475
1159,4.35
1160,4.225
1161,4.1
1162,4.125
1163,4.15
1164,4.175
1165,4.2
1166,4.15
1167,4.1
1168,4.05
1169,4.0
1170,4.1
1171,4.2
1172,4.3
1173,4.4
1174,4.425
1175,4.45
1176,4.475
1177,4.5
1178,4.475
1179,4.45
1180,4.425
1181,4.4
1182,4.35
1183,4.3
1184,4.25
1185,4.2
1186,4.325
1187,4.45
1188,4.575
1189,4.7
1190,4.625
1191,4.55
1192,4.475
1193,4.4
1194,4.35
1195,4.3
1196,4.25
1197,4.2
1198,4.325
1199,4.45
1200,4.575
1201,4.7
1202,4.725
1203,4.75
1204,4.775
1205,4.8
1206,4.675
1207,4.55
1208,4.425
1209,4.3
1210,4.35
1211,4.4
1212,4.45
1213,4.5
1214,4.5
1215,4.5
1216,4.5
1217,4.5
1218,4.575
1219,4.65
1220,4.725
1221,4.8
1222,4.775
1223,4.75
1224,4.725
1225,4.7
1226,4.7
1227,4.7
1228,4.7
1229,4.7
1230,4.575
1231,4.45
1232,4.325
1233,4.2
1234,4.15
1235,4.1
1236,4.05
1237,4.0
1238,4.0
1239,4.0
1240,4.0
1241,4.0
1242,3.925
1243,3.85
1244,3.775
1245,3.7
1246,3.8
1247,3.9
1248,4.0
1249,4.1
1250,4.125
1251,4.15
1252,4.175
1253,4.2
1254,4.275
1255,4.35
1256,4.425
1257,4.5
1258,4.5
1259,4.5
1260,4.5
1261,4.5
1262,4.5
1263,4.5
1264,4.5
1265,4.5
1266,4.475
1267,4.45
1268,4.425
1269,4.4
1270,4.425
1271,4.45
1272,4.475
1273,4.5
1274,4.425
1275,4.35
1276,4.275
1277,4.2
1278,4.05
1279,3.9
1280,3.75
1281,3.6
1282,3.775
1283,3.95
1284,4.125
1285,4.3
1286,4.375
1287,4.45
1288,4.525
1289,4.6
1290,4.6
1291,4.6
1292,4.6
1293,4.6
1294,4.425
1295,4.25
1296,4.075
1297,3.9
1298,3.7
1299,3.5
1300,3.3
1301,3.1
1302,3.25
1303,3.4
1304,3.55
1305,3.7
1306,3.775
1307,3.85
1308,3.925
1309,4.0
1310,4.075
1311,4.15
1312,4.225
1313,4.3
1314,4.375
1315,4.45
1316,4.525
1317,4.6
1318,4.625
1319,4.65
1320,4.675
1321,4.7
1322,4.725
1323,4.75
1324,4.775
1325,4.8
1326,4.9
1327,5.0
1328,5.1
1329,5.2
1330,5.3
1331,5.4
1332,5.5
1333,5.6
1334,5.3
1335,5.0
1336,4.7
1337,4.4
1338,4.45
1339,4.5
1340,4.55
1341,4.6
1342,4.6
1343,4.6
1344,4.6
1345,4.6
1346,4.675
1347,4.75
1348,4.825
1349,4.9
1350,4.95
1351,5.0
1352,5.05
1353,5.1
1354,5.3
1355,5.5
1356,5.7
1357,5.9
1358,5.975
1359,6.05
1360,6.125
1361,6.2
1362,6.2
1363,6.2
1364,6.2
1365,6.2
1366,6.225
1367,6.25
1368,6.275
1369,6.3
1370,6.3
1371,6.3
1372,6.3
1373,6.3
1374,6.275
1375,6.25
1376,6.225
1377,6.2
1378,6.2
1379,6.2
1380,6.2
1381,6.2
1382,6.125
1383,6.05
1384,5.975
1385,5.9
1386,5.9
1387,5.9
1388,5.9
1389,5.9
1390,5.975
1391,6.05
1392,6.125
1393,6.2
1394,6.15
1395,6.1
1396,6.05
1397,6.0
1398,5.975
1399,5.95
1400,5.925
1401,5.9
1402,5.825
1403,5.75
1404,5.675
1405,5.6
1406,5.575
1407,5.55
1408,5.525
1409,5.5
1410,5.575
1411,5.65
1412,5.725
1413,5.8
1414,5.85
1415,5.9
1416,5.95
1417,6.0
1418,6.075
1419,6.15
1420,6.225
1421,6.3
1422,6.375
1423,6.45
1424,6.525
1425,6.6
1426,6.65
1427,6.7
1428,6.75
1429,6.8
1430,6.775
1431,6.75
1432,6.725
1433,6.7
1434,6.725
1435,6.75
1436,6.775
1437,6.8
1438,6.825
1439,6.85
1440,6.875
1441,6.9
1442,6.925
1443,6.95
1444,6.975
1445,7.0
1446,7.0
1447,7.0
1448,7.0
1449,7.0
1450,7.05
1451,7.1
1452,7.15
1453,7.2
1454,7.15
1455,7.1
1456,7.05
1457,7.0
1458,7.025
1459,7.05
1460,7.075
1461,7.1
1462,7.15
1463,7.2
1464,7.25
1465,7.3
1466,7.275
1467,7.25
1468,7.225
1469,7.2
1470,7.15
1471,7.1
1472,7.05
1473,7.0
1474,7.025
1475,7.05
1476,7.075
1477,7.1
1478,7.125
1479,7.15
1480,7.175
1481,7.2
1482,7.125
1483,7.05
1484,6.975
1485,6.9
1486,6.8
1487,6.7
1488,6.6
1489,6.5
1490,6.375
1491,6.25
1492,6.125
1493,6.0
1494,5.925
1495,5.85
1496,5.775
1497,5.7
1498,5.675
1499,5.65
1500,5.625
1501,5.6
1502,5.425
1503,5.25
1504,5.075
1505,4.9
1506,4.85
1507,4.8
1508,4.75
1509,4.7
1510,4.75
1511,4.8
1512,4.85
1513,4.9
1514,4.875
1515,4.85
1516,4.825
1517,4.8
1518,4.825
1519,4.85
1520,4.875
1521,4.9
1522,4.825
1523,4.75
1524,4.675
1525,4.6
1526,4.525
1527,4.45
1528,4.375
1529,4.3
1530,4.4
1531,4.5
1532,4.6
1533,4.7
1534,4.675
1535,4.65
1536,4.625
1537,4.6
1538,4.625
1539,4.65
1540,4.675
1541,4.7
1542,4.75
1543,4.8
1544,4.85
1545,4.9
1546,5.025
1547,5.15
1548,5.275
1549,5.4
1550,5.525
1551,5.65
1552,5.775
1553,5.9
1554,5.475
1555,5.05
1556,4.625
1557,4.2
1558,4.475
1559,4.75
1560,5.025
1561,5.3
1562,5.075
1563,4.85
1564,4.625
1565,4.4
1566,4.325
1567,4.25
1568,4.175
1569,4.1
1570,4.1
1571,4.1
1572,4.1
1573,4.1
1574,4.25
1575,4.4
1576,4.55
1577,4.7
1578,4.95
1579,5.2
1580,5.45
1581,5.7
1582,5.75
1583,5.8
1584,5.85
1585,5.9
1586,5.725
1587,5.55
1588,5.375
1589,5.2
1590,5.325
1591,5.45
1592,5.575
1593,5.7
1594,5.775
1595,5.85
1596,5.925
1597,6.0
1598,5.725
1599,5.45
1600,5.175
1601,4.9
1602,5.0
1603,5.1
1604,5.2
1605,5.3
1606,5.375
1607,5.45
1608,5.525
1609,5.6
1610,5.825
1611,6.05
1612,6.275
1613,6.5
1614,6.4
1615,6.3
1616,6.2
1617,6.1
1618,6.175
1619,6.25
1620,6.325
1621,6.4
1622,6.375
1623,6.35
1624,6.325
1625,6.3
1626,6.35
1627,6.4
1628,6.45
1629,6.5
1630,6.5
1631,6.5
1632,6.5
1633,6.5
1634,6.575
1635,6.65
1636,6.725
1637,6.8
1638,6.8
1639,6.8
1640,6.8
1641,6.8
1642,6.65
1643,6.5
1644,6.35
1645,6.2
1646,6.175
1647,6.15
1648,6.125
1649,6.1
1650,6.075
1651,6.05
1652,6.025
1653,6.0
1654,6.025
1655,6.05
1656,6.075
1657,6.1
1658,6.075
1659,6.05
1660,6.025
1661,6.0
1662,6.05
1663,6.1
1664,6.15
1665,6.2
1666,6.275
1667,6.35
1668,6.425
1669,6.5
1670,6.625
1671,6.75
1672,6.875
1673,7.0
1674,6.95
1675,6.9
1676,6.85
1677,6.8
1678,6.675
1679,6.55
1680,6.425
1681,6.3
1682,6.475
1683,6.65
1684,6.825
1685,7.0
1686,7.025
1687,7.05
1688,7.075
1689,7.1
1690,7.025
1691,6.95
1692,6.875
1693,6.8
1694,6.625
1695,6.45
1696,6.275
1697,6.1
1698,6.225
1699,6.35
1700,6.475
1701,6.6
1702,6.525
1703,6.45
1704,6.375
1705,6.3
1706,6.275
1707,6.25
1708,6.225
1709,6.2
1710,5.95
1711,5.7
1712,5.45
1713,5.2
1714,5.175
1715,5.15
1716,5.125
1717,5.1
1718,5.15
1719,5.2
1720,5.25
1721,5.3
1722,5.2
1723,5.1
1724,5.0
1725,4.9
1726,5.05
1727,5.2
1728,5.35
1729,5.5
1730,5.275
1731,5.05
1732,4.825
1733,4.6
1734,4.6
1735,4.6
1736,4.6
1737,4.6
1738,4.725
1739,4.85
1740,4.975
1741,5.1
1742,4.925
1743,4.75
1744,4.575
1745,4.4
1746,4.325
1747,4.25
1748,4.175
1749,4.1
1750,4.15
1751,4.2
1752,4.25
1753,4.3
1754,3.825
1755,3.35
1756,2.875
1757,2.4
1758,2.675
1759,2.95
1760,3.225
1761,3.5
1762,3.75
1763,4.0
1764,4.25
1765,4.5
1766,4.9
1767,5.3
1768,5.7
1769,6.1
1770,6.175
1771,6.25
1772,6.325
1773,6.4
1774,6.475
1775,6.55
1776,6.625
1777,6.7
1778,6.7
1779,6.7
1780,6.7
1781,6.7
1782,6.675
1783,6.65
1784,6.625
1785,6.6
1786,6.6
1787,6.6
1788,6.6
1789,6.6
1790,6.525
1791,6.45
1792,6.375
1793,6.3
1794,6.25
1795,6.2
1796,6.15
1797,6.1
1798,6.025
1799,5.95
1800,5.875
1801,5.8
1802,5.675
1803,5.55
1804,5.425
1805,5.3
1806,5.275
1807,5.25
1808,5.225
1809,5.2
1810,5.1
1811,5.0
1812,4.9
1813,4.8
1814,4.775
1815,4.75
1816,4.725
1817,4.7
1818,4.6
1819,4.5
1820,4.4
1821,4.3
1822,4.275
1823,4.25
1824,4.225
1825,4.2
1826,4.2
1827,4.2
1828,4.2
1829,4.2
1830,4.125
1831,4.05
1832,3.975
1833,3.9
1834,4.0
1835,4.1
1836,4.2
1837,4.3
1838,4.25
1839,4.2
1840,4.15
1841,4.1
1842,4.15
1843,4.2
1844,4.25
1845,4.3
1846,4.3
1847,4.3
1848,4.3
1849,4.3
1850,4.275
1851,4.25
1852,4.225
1853,4.2
1854,4.25
1855,4.3
1856,4.35
1857,4.4
1858,4.425
1859,4.45
1860,4.475
1861,4.5
1862,4.5
1863,4.5
1864,4.5
1865,4.5
1866,4.325
1867,4.15
1868,3.975
1869,3.8
1870,3.9
1871,4.0
1872,4.1
1873,4.2
1874,4.1
1875,4.0
1876,3.9
1877,3.8
1878,3.7
1879,3.6
1880,3.5
1881,3.4
1882,3.575
1883,3.75
1884,3.925
1885,4.1
1886,3.975
1887,3.85
1888,3.725
1889,3.6
1890,3.6
1891,3.6
1892,3.6
1893,3.6
1894,3.45
1895,3.3
1896,3.15
1897,3.0
1898,3.125
1899,3.25
1900,3.375
1901,3.5
1902,3.5
1903,3.5
1904,3.5
1905,3.5
1906,3.4
1907,3.3
1908,3.2
1909,3.1
1910,3.3
1911,3.5
1912,3.7
1913,3.9
1914,3.6
1915,3.3
1916,3.0
1917,2.7
1918,2.825
1919,2.95
1920,3.075
1921,3.2
1922,3.2
1923,3.2
1924,3.2
1925,3.2
1926,3.25
1927,3.3
1928,3.35
1929,3.4
1930,3.425
1931,3.45
1932,3.475
1933,3.5
1934,3.5
1935,3.5
1936,3.5
1937,3.5
1938,3.4
1939,3.3
1940,3.2
1941,3.1
1942,3.1
1943,3.1
1944,3.1
1945,3.1
1946,3.175
1947,3.25
1948,3.325
1949,3.4
1950,3.45
1951,3.5
1952,3.55
1953,3.6
1954,3.675
1955,3.75
1956,3.825
1957,3.9
1958,3.975
1959,4.05
1960,4.125
1961,4.2
1962,4.25
1963,4.3
1964,4.35
1965,4.4
1966,4.275
1967,4.15
1968,4.025
1969,3.9
1970,3.875
1971,3.85
1972,3.825
1973,3.8
1974,3.95
1975,4.1
1976,4.25
1977,4.4
1978,4.35
1979,4.3
1980,4.25
1981,4.2
1982,4.125
1983,4.05
1984,3.975
1985,3.9
1986,4.1
1987,4.3
1988,4.5
1989,4.7
1990,4.525
1991,4.35
1992,4.175
1993,4.0
1994,4.125
1995,4.25
1996,4.375
1997,4.5
1998,4.5
1999,4.5
2000,4.5
2001,4.5
2002,4.4
2003,4.3
2004,4.2
2005,4.1
2006,4.125
2007,4.15
2008,4.175
2009,4.2
2010,4.125
2011,4.05
2012,3.975
2013,3.9
2014,3.95
2015,4.0
2016,4.05
2017,4.1
2018,4.0
2019,3.9
2020,3.8
2021,3.7
2022,3.775
2023,3.85
2024,3.925
2025,4.0
2026,4.075
2027,4.15
2028,4.225
2029,4.3
2030,4.325
2031,4.35
2032,4.375
2033,4.4
2034,4.425
2035,4.45
2036,4.475
2037,4.5
2038,4.525
2039,4.55
2040,4.575
2041,4.6
2042,4.5
2043,4.4
2044,4.3
2045,4.2
2046,4.075
2047,3.95
2048,3.825
2049,3.7
2050,3.75
2051,3.8
2052,3.85
2053,3.9
2054,3.975
2055,4.05
2056,4.125
2057,4.2
2058,4.225
2059,4.25
2060,4.275
2061,4.3
2062,4.375
2063,4.45
2064,4.525
2065,4.6
2066,4.65
2067,4.7
2068,4.75
2069,4.8
2070,4.825
2071,4.85
2072,4.875
2073,4.9
2074,4.925
2075,4.95
2076,4.975
2077,5.0
2078,5.025
2079,5.05
2080,5.075
2081,5.1
2082,5.125
2083,5.15
2084,5.175
2085,5.2
2086,5.2
2087,5.2
2088,5.2
2089,5.2
2090,5.25
2091,5.3
2092,5.35
2093,5.4
2094,5.4
2095,5.4
2096,5.4
2097,5.4
2098,5.45
