period,air_temperature
706,-7.384
707,-7.39
708,-7.395
709,-7.4
710,-7.345
711,-7.29
712,-7.234
713,-7.179
714,-7.124
715,-7.069
716,-7.014
717,-6.958
718,-6.903
719,-6.848
720,-6.793
721,-6.738
722,-6.682
723,-6.627
724,-6.572
725,-6.517
726,-6.461
727,-6.406
728,-6.351
729,-6.296
730,-6.241
731,-6.185
732,-6.13
733,-6.075
734,-6.02
735,-5.965
736,-5.909
737,-5.854
738,-5.799
739,-5.744
740,-5.689
741,-5.633
742,-5.578
743,-5.523
744,-5.468
745,-5.412
746,-5.357
747,-5.302
748,-5.247
749,-5.192
750,-5.136
751,-5.081
752,-5.026
753,-4.971
754,-4.916
755,-4.86
756,-4.805
757,-4.75
758,-4.695
759,-4.64
760,-4.584
761,-4.529
762,-4.474
763,-4.419
764,-4.364
765,-4.308
766,-4.253
767,-4.198
768,-4.143
769,-4.088
770,-4.032
771,-3.977
772,-3.922
773,-3.867
774,-3.811
775,-3.756
776,-3.701
777,-3.646
778,-3.591
779,-3.535
780,-3.48
781,-3.425
782,-3.37
783,-3.315
784,-3.259
785,-3.204
786,-3.149
787,-3.094
788,-3.039
789,-2.983
790,-2.928
791,-2.873
792,-2.818
793,-2.762
794,-2.707
795,-2.652
796,-2.597
797,-2.542
798,-2.486
799,-2.431
800,-2.376
801,-2.321
802,-2.266
803,-2.21
804,-2.155
805,-2.1
806,-2.032
807,-1.965
808,-1.897
809,-1.829
810,-1.761
811,-1.694
812,-1.626
813,-1.558
814,-1.491
815,-1.423
816,-1.355
817,-1.288
818,-1.22
819,-1.152
820,-1.084
821,-1.017
822,-0.949
823,-0.881
824,-0.814
825,-0.746
826,-0.678
827,-0.61
828,-0.543
829,-0.475
830,-0.407
831,-0.34
832,-0.272
833,-0.204
834,-0.136
835,-0.069
836,-0.001
837,0.067
838,0.134
839,0.202
840,0.27
841,0.337
842,0.405
843,0.473
844,0.541
845,0.608
846,0.676
847,0.744
848,0.811
849,0.879
850,0.947
851,1.015
852,1.082
853,1.15
854,1.218
855,1.285
856,1.353
857,1.421
858,1.489
859,1.556
860,1.624
861,1.692
862,1.759
863,1.827
864,1.895
865,1.962
866,2.03
867,2.098
868,2.166
869,2.233
870,2.301
871,2.369
872,2.436
873,2.504
874,2.572
875,2.64
876,2.707
877,2.775
878,2.843
879,2.91
880,2.978
881,3.046
882,3.114
883,3.181
884,3.249
885,3.317
886,3.384
887,3.452
888,3.52
889,3.588
890,3.655
891,3.723
892,3.791
893,3.858
894,3.926
895,3.994
896,4.061
897,4.129
898,4.197
899,4.265
900,4.332
901,4.4
902,4.392
903,4.383
904,4.375
905,4.367
906,4.358
907,4.35
908,4.342
909,4.333
910,4.325
911,4.317
912,4.308
913,4.3
914,4.292
915,4.283
916,4.275
917,4.267
918,4.258
919,4.25
920,4.242
921,4.233
922,4.225
923,4.217
924,4.208
925,4.2
926,4.192
927,4.183
928,4.175
929,4.167
930,4.158
931,4.15
932,4.142
933,4.133
934,4.125
935,4.117
936,4.108
937,4.1
938,4.092
939,4.083
940,4.075
941,4.067
942,4.058
943,4.05
944,4.042
945,4.033
946,4.025
947,4.017
948,4.008
949,4.0
950,3.992
951,3.983
952,3.975
953,3.967
954,3.958
955,3.95
956,3.942
957,3.933
958,3.925
959,3.917
960,3.908
961,3.9
962,3.892
963,3.883
964,3.875
965,3.867
966,3.858
967,3.85
968,3.842
969,3.833
970,3.825
971,3.817
972,3.808
973,3.8
974,3.792
975,3.783
976,3.775
977,3.767
978,3.758
979,3.75
980,3.742
981,3.733
982,3.725
983,3.717
984,3.708
985,3.7
986,3.692
987,3.683
988,3.675
989,3.667
990,3.658
991,3.65
992,3.642
993,3.633
994,3.625
995,3.617
996,3.608
997,3.6
998,3.594
999,3.588
1000,3.581
1001,3.575
1002,3.569
1003,3.562
1004,3.556
1005,3.55
1006,3.544
1007,3.538
1008,3.531
1009,3.525
1010,3.519
1011,3.512
1012,3.506
1013,3.5
1014,3.494
1015,3.488
1016,3.481
1017,3.475
1018,3.469
1019,3.462
1020,3.456
1021,3.45
1022,3.444
1023,3.438
1024,3.431
1025,3.425
1026,3.419
1027,3.412
1028,3.406
1029,3.4
1030,3.394
1031,3.388
1032,3.381
1033,3.375
1034,3.369
1035,3.363
1036,3.356
1037,3.35
1038,3.344
1039,3.338
1040,3.331
1041,3.325
1042,3.319
1043,3.312
1044,3.306
1045,3.3
1046,3.294
1047,3.288
1048,3.281
1049,3.275
1050,3.269
1051,3.262
1052,3.256
1053,3.25
1054,3.244
1055,3.238
1056,3.231
1057,3.225
1058,3.219
1059,3.212
1060,3.206
1061,3.2
1062,3.194
1063,3.188
1064,3.181
1065,3.175
1066,3.169
1067,3.162
1068,3.156
1069,3.15
1070,3.144
1071,3.138
1072,3.131
1073,3.125
1074,3.119
1075,3.112
1076,3.106
1077,3.1
1078,3.094
1079,3.088
1080,3.081
1081,3.075
1082,3.069
1083,3.062
1084,3.056
1085,3.05
1086,3.044
1087,3.038
1088,3.031
1089,3.025
1090,3.019
1091,3.012
1092,3.006
1093,3.0
1094,2.988
1095,2.975
1096,2.962
1097,2.95
1098,2.938
1099,2.925
1100,2.912
1101,2.9
1102,2.888
1103,2.875
1104,2.862
1105,2.85
1106,2.838
1107,2.825
1108,2.812
1109,2.8
1110,2.788
1111,2.775
1112,2.762
1113,2.75
1114,2.738
1115,2.725
1116,2.712
1117,2.7
1118,2.688
1119,2.675
1120,2.662
1121,2.65
1122,2.638
1123,2.625
1124,2.612
1125,2.6
1126,2.588
1127,2.575
1128,2.562
1129,2.55
1130,2.538
1131,2.525
1132,2.512
1133,2.5
1134,2.488
1135,2.475
1136,2.462
1137,2.45
1138,2.438
1139,2.425
1140,2.412
1141,2.4
1142,2.388
1143,2.375
1144,2.362
1145,2.35
1146,2.338
1147,2.325
1148,2.312
1149,2.3
1150,2.288
1151,2.275
1152,2.262
1153,2.25
1154,2.238
1155,2.225
1156,2.212
1157,2.2
1158,2.188
1159,2.175
1160,2.162
1161,2.15
1162,2.138
1163,2.125
1164,2.112
1165,2.1
1166,2.088
1167,2.075
1168,2.062
1169,2.05
1170,2.038
1171,2.025
1172,2.013
1173,2.0
1174,1.988
1175,1.975
1176,1.962
1177,1.95
1178,1.938
1179,1.925
1180,1.912
1181,1.9
1182,1.888
1183,1.875
1184,1.862
1185,1.85
1186,1.838
1187,1.825
1188,1.812
1189,1.8
1190,1.785
1191,1.771
1192,1.756
1193,1.742
1194,1.727
1195,1.713
1196,1.698
1197,1.683
1198,1.669
1199,1.654
1200,1.64
1201,1.625
1202,1.61
1203,1.596
1204,1.581
1205,1.567
1206,1.552
1207,1.538
1208,1.523
1209,1.508
1210,1.494
1211,1.479
1212,1.465
1213,1.45
1214,1.435
1215,1.421
1216,1.406
1217,1.392
1218,1.377
1219,1.362
1220,1.348
1221,1.333
1222,1.319
1223,1.304
1224,1.29
1225,1.275
1226,1.26
1227,1.246
1228,1.231
1229,1.217
1230,1.202
1231,1.188
1232,1.173
1233,1.158
1234,1.144
1235,1.129
1236,1.115
1237,1.1
1238,1.085
1239,1.071
1240,1.056
1241,1.042
1242,1.027
1243,1.013
1244,0.998
1245,0.983
1246,0.969
1247,0.954
1248,0.94
1249,0.925
1250,0.91
1251,0.896
1252,0.881
1253,0.867
1254,0.852
1255,0.838
1256,0.823
1257,0.808
1258,0.794
1259,0.779
1260,0.765
1261,0.75
1262,0.735
1263,0.721
1264,0.706
1265,0.692
1266,0.677
1267,0.663
1268,0.648
1269,0.633
1270,0.619
1271,0.604
1272,0.59
1273,0.575
1274,0.56
1275,0.546
1276,0.531
1277,0.517
1278,0.502
1279,0.488
1280,0.473
1281,0.458
1282,0.444
1283,0.429
1284,0.415
1285,0.4
1286,0.435
1287,0.471
1288,0.506
1289,0.542
1290,0.577
1291,0.612
1292,0.648
1293,0.683
1294,0.719
1295,0.754
1296,0.79
1297,0.825
1298,0.86
1299,0.896
1300,0.931
1301,0.967
1302,1.002
1303,1.038
1304,1.073
1305,1.108
1306,1.144
1307,1.179
1308,1.215
1309,1.25
1310,1.285
1311,1.321
1312,1.356
1313,1.392
1314,1.427
1315,1.462
1316,1.498
1317,1.533
1318,1.569
1319,1.604
1320,1.64
1321,1.675
1322,1.71
1323,1.746
1324,1.781
1325,1.817
1326,1.852
1327,1.888
1328,1.923
1329,1.958
1330,1.994
1331,2.029
1332,2.065
1333,2.1
1334,2.135
1335,2.171
1336,2.206
1337,2.242
1338,2.277
1339,2.312
1340,2.348
1341,2.383
1342,2.419
1343,2.454
1344,2.49
1345,2.525
1346,2.56
1347,2.596
1348,2.631
1349,2.667
1350,2.702
1351,2.738
1352,2.773
1353,2.808
1354,2.844
1355,2.879
1356,2.915
1357,2.95
1358,2.985
1359,3.021
1360,3.056
1361,3.092
1362,3.127
1363,3.162
1364,3.198
1365,3.233
1366,3.269
1367,3.304
1368,3.34
1369,3.375
1370,3.41
1371,3.446
1372,3.481
1373,3.517
1374,3.552
1375,3.588
1376,3.623
1377,3.658
1378,3.694
1379,3.729
1380,3.765
1381,3.8
1382,3.812
1383,3.825
1384,3.838
1385,3.85
1386,3.862
1387,3.875
1388,3.887
1389,3.9
1390,3.912
1391,3.925
1392,3.938
1393,3.95
1394,3.962
1395,3.975
1396,3.988
1397,4.0
1398,4.012
1399,4.025
1400,4.037
1401,4.05
1402,4.062
1403,4.075
1404,4.087
1405,4.1
1406,4.112
1407,4.125
1408,4.138
1409,4.15
1410,4.162
1411,4.175
1412,4.188
1413,4.2
1414,4.212
1415,4.225
1416,4.238
1417,4.25
1418,4.262
1419,4.275
1420,4.288
1421,4.3
1422,4.312
1423,4.325
1424,4.338
1425,4.35
1426,4.362
1427,4.375
1428,4.388
1429,4.4
1430,4.412
1431,4.425
1432,4.438
1433,4.45
1434,4.462
1435,4.475
1436,4.488
1437,4.5
1438,4.512
1439,4.525
1440,4.538
1441,4.55
1442,4.562
1443,4.575
1444,4.588
1445,4.6
1446,4.612
1447,4.625
1448,4.638
1449,4.65
1450,4.662
1451,4.675
1452,4.688
1453,4.7
1454,4.712
1455,4.725
1456,4.738
1457,4.75
1458,4.762
1459,4.775
1460,4.788
1461,4.8
1462,4.812
1463,4.825
1464,4.838
1465,4.85
1466,4.862
1467,4.875
1468,4.888
1469,4.9
1470,4.912
1471,4.925
1472,4.938
1473,4.95
1474,4.962
1475,4.975
1476,4.988
1477,5.0
1478,4.984
1479,4.969
1480,4.953
1481,4.938
1482,4.922
1483,4.906
1484,4.891
1485,4.875
1486,4.859
1487,4.844
1488,4.828
1489,4.812
1490,4.797
1491,4.781
1492,4.766
1493,4.75
1494,4.734
1495,4.719
1496,4.703
1497,4.688
1498,4.672
1499,4.656
1500,4.641
1501,4.625
1502,4.609
1503,4.594
1504,4.578
1505,4.562
1506,4.547
1507,4.531
1508,4.516
1509,4.5
1510,4.484
1511,4.469
1512,4.453
1513,4.438
1514,4.422
1515,4.406
1516,4.391
1517,4.375
1518,4.359
1519,4.344
1520,4.328
1521,4.312
1522,4.297
1523,4.281
1524,4.266
1525,4.25
1526,4.234
1527,4.219
1528,4.203
1529,4.188
1530,4.172
1531,4.156
1532,4.141
1533,4.125
1534,4.109
1535,4.094
1536,4.078
1537,4.062
1538,4.047
1539,4.031
1540,4.016
1541,4.0
1542,3.984
1543,3.969
1544,3.953
1545,3.938
1546,3.922
1547,3.906
1548,3.891
1549,3.875
1550,3.859
1551,3.844
1552,3.828
1553,3.812
1554,3.797
1555,3.781
1556,3.766
1557,3.75
1558,3.734
1559,3.719
1560,3.703
1561,3.688
1562,3.672
1563,3.656
1564,3.641
1565,3.625
1566,3.609
1567,3.594
1568,3.578
1569,3.562
1570,3.547
1571,3.531
1572,3.516
1573,3.5
1574,3.528
1575,3.556
1576,3.584
1577,3.612
1578,3.641
1579,3.669
1580,3.697
1581,3.725
1582,3.753
1583,3.781
1584,3.809
1585,3.838
1586,3.866
1587,3.894
1588,3.922
1589,3.95
1590,3.978
1591,4.006
1592,4.034
1593,4.062
1594,4.091
1595,4.119
1596,4.147
1597,4.175
1598,4.203
1599,4.231
1600,4.259
1601,4.288
1602,4.316
1603,4.344
1604,4.372
1605,4.4
1606,4.428
1607,4.456
1608,4.484
1609,4.512
1610,4.541
1611,4.569
1612,4.597
1613,4.625
1614,4.653
1615,4.681
1616,4.709
1617,4.738
1618,4.766
1619,4.794
1620,4.822
1621,4.85
1622,4.878
1623,4.906
1624,4.934
1625,4.962
1626,4.991
1627,5.019
1628,5.047
1629,5.075
1630,5.103
1631,5.131
1632,5.159
1633,5.188
1634,5.216
1635,5.244
1636,5.272
1637,5.3
1638,5.328
1639,5.356
1640,5.384
1641,5.413
1642,5.441
1643,5.469
1644,5.497
1645,5.525
1646,5.553
1647,5.581
1648,5.609
1649,5.638
1650,5.666
1651,5.694
1652,5.722
1653,5.75
1654,5.778
1655,5.806
1656,5.834
1657,5.863
1658,5.891
1659,5.919
1660,5.947
1661,5.975
1662,6.003
1663,6.031
1664,6.059
1665,6.088
1666,6.116
1667,6.144
1668,6.172
1669,6.2
1670,6.111
1671,6.023
1672,5.934
1673,5.846
1674,5.757
1675,5.669
1676,5.58
1677,5.492
1678,5.403
1679,5.315
1680,5.226
1681,5.138
1682,5.049
1683,4.96
1684,4.872
1685,4.783
1686,4.695
1687,4.606
1688,4.518
1689,4.429
1690,4.341
1691,4.252
1692,4.164
1693,4.075
1694,3.986
1695,3.898
1696,3.809
1697,3.721
1698,3.632
1699,3.544
1700,3.455
1701,3.367
1702,3.278
1703,3.19
1704,3.101
1705,3.012
1706,2.924
1707,2.835
1708,2.747
1709,2.658
1710,2.57
1711,2.481
1712,2.393
1713,2.304
1714,2.216
1715,2.127
1716,2.039
1717,1.95
1718,1.861
1719,1.773
1720,1.684
1721,1.596
1722,1.507
1723,1.419
1724,1.33
1725,1.242
1726,1.153
1727,1.065
1728,0.976
1729,0.888
1730,0.799
1731,0.71
1732,0.622
1733,0.533
1734,0.445
1735,0.356
1736,0.268
1737,0.179
1738,0.091
1739,0.002
1740,-0.086
1741,-0.175
1742,-0.264
1743,-0.352
1744,-0.441
1745,-0.529
1746,-0.618
1747,-0.706
1748,-0.795
1749,-0.883
1750,-0.972
1751,-1.06
1752,-1.149
1753,-1.237
1754,-1.326
1755,-1.415
1756,-1.503
1757,-1.592
1758,-1.68
1759,-1.769
1760,-1.857
1761,-1.946
1762,-2.034
1763,-2.123
1764,-2.211
1765,-2.3
1766,-2.245
1767,-2.19
1768,-2.134
1769,-2.079
1770,-2.024
1771,-1.969
1772,-1.914
1773,-1.858
1774,-1.803
1775,-1.748
1776,-1.693
1777,-1.637
1778,-1.582
1779,-1.527
1780,-1.472
1781,-1.417
1782,-1.361
1783,-1.306
1784,-1.251
1785,-1.196
1786,-1.141
1787,-1.085
1788,-1.03
1789,-0.975
1790,-0.92
1791,-0.865
1792,-0.809
1793,-0.754
1794,-0.699
1795,-0.644
1796,-0.589
1797,-0.533
1798,-0.478
1799,-0.423
1800,-0.368
1801,-0.312
1802,-0.257
1803,-0.202
1804,-0.147
1805,-0.092
1806,-0.036
1807,0.019
1808,0.074
1809,0.129
1810,0.184
1811,0.24
1812,0.295
1813,0.35
1814,0.405
1815,0.46
1816,0.516
1817,0.571
1818,0.626
1819,0.681
1820,0.736
1821,0.792
1822,0.847
1823,0.902
1824,0.957
1825,1.013
1826,1.068
1827,1.123
1828,1.178
1829,1.233
1830,1.289
1831,1.344
1832,1.399
1833,1.454
1834,1.509
1835,1.565
1836,1.62
1837,1.675
1838,1.73
1839,1.785
1840,1.841
1841,1.896
1842,1.951
1843,2.006
1844,2.061
1845,2.117
1846,2.172
1847,2.227
1848,2.282
1849,2.338
1850,2.393
1851,2.448
1852,2.503
1853,2.558
1854,2.614
1855,2.669
1856,2.724
1857,2.779
1858,2.834
1859,2.89
1860,2.945
1861,3.0
1862,3.004
1863,3.008
1864,3.012
1865,3.017
1866,3.021
1867,3.025
1868,3.029
1869,3.033
1870,3.038
1871,3.042
1872,3.046
1873,3.05
1874,3.054
1875,3.058
1876,3.062
1877,3.067
1878,3.071
1879,3.075
1880,3.079
1881,3.083
1882,3.088
1883,3.092
1884,3.096
1885,3.1
1886,3.104
1887,3.108
1888,3.112
1889,3.117
1890,3.121
1891,3.125
1892,3.129
1893,3.133
1894,3.138
1895,3.142
1896,3.146
1897,3.15
1898,3.154
1899,3.158
1900,3.162
1901,3.167
1902,3.171
1903,3.175
1904,3.179
1905,3.183
1906,3.188
1907,3.192
1908,3.196
1909,3.2
1910,3.204
1911,3.208
1912,3.212
1913,3.217
1914,3.221
1915,3.225
1916,3.229
1917,3.233
1918,3.238
1919,3.242
1920,3.246
1921,3.25
1922,3.254
1923,3.258
1924,3.262
1925,3.267
1926,3.271
1927,3.275
1928,3.279
1929,3.283
1930,3.288
1931,3.292
1932,3.296
1933,3.3
1934,3.304
1935,3.308
1936,3.312
1937,3.317
1938,3.321
1939,3.325
1940,3.329
1941,3.333
1942,3.338
1943,3.342
1944,3.346
1945,3.35
1946,3.354
1947,3.358
1948,3.362
1949,3.367
1950,3.371
1951,3.375
1952,3.379
1953,3.383
1954,3.387
1955,3.392
1956,3.396
1957,3.4
1958,3.416
1959,3.431
1960,3.447
1961,3.462
1962,3.478
1963,3.494
1964,3.509
1965,3.525
1966,3.541
1967,3.556
1968,3.572
1969,3.588
1970,3.603
1971,3.619
1972,3.634
1973,3.65
1974,3.666
1975,3.681
1976,3.697
1977,3.712
1978,3.728
1979,3.744
1980,3.759
1981,3.775
1982,3.791
1983,3.806
1984,3.822
1985,3.838
1986,3.853
1987,3.869
1988,3.884
1989,3.9
1990,3.916
1991,3.931
1992,3.947
1993,3.963
1994,3.978
1995,3.994
1996,4.009
1997,4.025
1998,4.041
1999,4.056
2000,4.072
2001,4.088
2002,4.103
2003,4.119
2004,4.134
2005,4.15
2006,4.166
2007,4.181
2008,4.197
2009,4.212
2010,4.228
2011,4.244
2012,4.259
2013,4.275
2014,4.291
2015,4.306
2016,4.322
2017,4.338
2018,4.353
2019,4.369
2020,4.384
2021,4.4
2022,4.416
2023,4.431
2024,4.447
